Compiled loss functions
compiled score function
995 138.805633545 149.823425293
996 138.768371582 149.81199646
997 139.489181519 150.821914673
998 138.659637451 149.722213745
999 138.612564087 149.745407104
1000 138.827774048 149.988265991
1001 138.742324829 149.836578369
1002 138.568099976 149.677337646
1003 138.81980896 150.037017822
1004 138.517990112 149.742507935
1005 138.711730957 150.268280029
1006 138.595077515 149.676651001
1007 138.544723511 149.753128052
1008 138.549102783 149.663375854
1009 138.42250061 149.621002197
1010 138.809570312 149.732925415
1011 138.867645264 149.957122803
1012 138.875640869 150.077957153
1013 138.760620117 149.807388306
1014 138.974243164 150.277191162
1015 138.875854492 150.05519104
1016 138.517532349 149.677459717
1017 138.622207642 150.009307861
1018 138.807540894 149.750839233
1019 139.776565552 150.790863037
1020 138.79460144 149.901489258
1021 138.681365967 149.747848511
1022 139.409912109 150.18397522
1023 138.601074219 149.874786377
1024 138.66998291 150.026428223
1025 139.237960815 150.116470337
1026 139.33581543 150.175140381
1027 138.932022095 149.875976562
1028 138.900588989 149.906158447
1029 138.984710693 150.155990601
1030 139.135284424 150.114898682
1031 139.374450684 150.09777832
1032 138.57800293 149.987960815
1033 138.902633667 150.081253052
1034 138.833496094 150.065002441
1035 139.028518677 150.197479248
1036 139.249252319 150.468734741
1037 138.687194824 149.835754395
1038 138.688690186 149.86315918
1039 139.139480591 150.774688721
1040 138.5415802 149.928543091
1041 138.633956909 149.849243164
1042 138.779266357 150.298477173
1043 138.704742432 150.001815796
1044 138.744903564 150.097625732
1045 139.461425781 150.101455688
1046 138.937576294 150.144851685
1047 138.821853638 149.813140869
1048 138.362487793 150.072128296
1049 139.247283936 150.158538818
1050 138.908706665 150.222976685
1051 138.575836182 149.878753662
1052 138.849594116 150.068252563
1053 138.79095459 149.990264893
1054 139.293289185 150.219055176
1055 139.040603638 150.203018188
1056 138.748413086 149.805786133
1057 138.644042969 149.830535889
1058 138.611160278 149.962036133
1059 138.576721191 150.058029175
1060 138.857391357 150.198165894
1061 138.720397949 150.253753662
1062 138.908203125 150.177947998
1063 138.788299561 150.192932129
1064 138.555252075 150.002456665
1065 138.765869141 149.761169434
1066 139.260253906 150.294677734
1067 138.718933105 149.917266846
1068 138.596374512 149.747497559
1069 139.488082886 150.650772095
1070 138.593582153 150.043151855
1071 138.705123901 149.957366943
1072 138.496063232 149.850326538
1073 138.738632202 150.065658569
1074 138.396469116 149.832992554
1075 138.761077881 149.989135742
1076 138.379119873 149.866699219
1077 138.549850464 149.684875488
1078 138.802444458 150.034515381
1079 138.700531006 149.986129761
1080 139.588851929 150.510940552
1081 138.489959717 149.998443604
1082 138.461288452 150.021591187
1083 138.728973389 149.957015991
1084 138.531311035 150.031082153
1085 138.748168945 150.036132812
1086 138.64050293 149.911315918
1087 138.501815796 149.815643311
1088 138.896087646 150.376251221
1089 138.543762207 149.834793091
1090 138.467498779 149.778121948
1091 138.737243652 150.055984497
1092 138.818054199 150.270309448
1093 138.752410889 150.205093384
1094 138.627700806 149.730514526
1095 138.406173706 149.969894409
1096 138.618881226 149.950164795
1097 138.337982178 149.539138794
1098 138.48777771 149.929946899
1099 138.870941162 150.529525757
1100 138.713439941 149.890991211
1101 138.779281616 150.291793823
1102 138.384552002 150.036682129
1103 138.377944946 150.182907104
1104 138.300491333 149.745300293
1105 138.557495117 150.0990448
1106 138.539932251 150.037322998
1107 139.166870117 150.484909058
1108 138.8175354 150.1980896
1109 138.83190918 150.340652466
1110 138.367538452 149.933731079
1111 138.430709839 149.910247803
1112 138.672439575 150.326721191
1113 138.54335022 150.158966064
1114 138.572601318 149.919265747
1115 138.804962158 149.961456299
1116 138.64515686 149.892242432
1117 138.581558228 149.876815796
1118 138.570220947 150.055389404
1119 139.297317505 150.874389648
1120 138.515594482 150.303604126
1121 138.32875061 150.066131592
1122 138.443740845 149.979751587
1123 138.701675415 150.058914185
1124 138.493682861 150.145324707
1125 139.434936523 150.459732056
1126 138.600189209 150.272476196
1127 138.518173218 150.012878418
1128 138.837982178 150.084289551
1129 138.414779663 150.078445435
1130 138.73840332 150.017852783
1131 138.599258423 150.432662964
1132 138.492080688 150.119934082
1133 138.433609009 149.955108643
1134 138.617233276 150.098678589
1135 138.82421875 150.270965576
1136 139.340270996 150.343902588
1137 138.60118103 150.223648071
1138 138.42741394 150.234741211
1139 138.862350464 150.359161377
1140 138.407745361 150.092559814
1141 139.008102417 150.487838745
1142 138.613098145 150.279937744
1143 138.663162231 150.151062012
1144 138.502243042 149.874252319
1145 138.964141846 150.332717896
1146 138.660430908 150.358383179
1147 138.904815674 150.361801147
1148 138.883331299 150.41633606
1149 138.28767395 150.058929443
1150 138.406936646 149.917602539
1151 138.473724365 150.142501831
1152 139.107803345 150.63760376
1153 139.580001831 151.283432007
1154 138.868103027 150.36932373
1155 138.438232422 150.137527466
1156 138.39932251 150.283752441
1157 138.69732666 150.138214111
1158 138.641159058 149.984313965
1159 138.630187988 150.392272949
1160 138.4322052 150.19519043
1161 138.701782227 150.363739014
1162 138.622238159 150.185668945
1163 138.548568726 150.559539795
1164 138.77986145 150.438598633
1165 138.716094971 150.237869263
1166 138.471099854 149.939529419
1167 139.261825562 150.532165527
1168 138.567840576 150.168502808
1169 138.904693604 150.448638916
1170 138.301681519 150.035140991
1171 138.887588501 150.363052368
1172 138.286437988 150.173980713
1173 138.378234863 149.952377319
1174 138.859436035 150.531478882
1175 138.456771851 150.149185181
1176 138.496688843 150.269927979
1177 138.944137573 150.572860718
1178 139.222183228 150.454315186
1179 138.344039917 150.190460205
1180 138.908126831 151.058425903
1181 138.626693726 150.289352417
1182 138.484542847 150.250137329
1183 138.217544556 149.959335327
1184 138.506591797 150.181243896
1185 138.371261597 150.070373535
1186 138.598648071 150.092773438
1187 138.579177856 150.012252808
1188 138.681152344 150.198104858
1189 138.680038452 150.327835083
1190 138.597686768 150.495727539
1191 138.47605896 150.272384644
1192 138.61000061 150.335876465
1193 138.601852417 150.611236572
1194 138.201843262 150.080871582
1195 138.693603516 150.351394653
1196 138.54977417 150.359512329
1197 139.136505127 150.587234497
1198 138.485229492 150.078262329
1199 138.909912109 150.743652344
1200 138.507781982 149.927688599
1201 138.433319092 150.247116089
1202 138.438049316 150.142166138
1203 138.587539673 150.124923706
1204 138.450592041 150.265136719
1205 138.642349243 150.700088501
1206 138.256576538 150.199661255
1207 138.501602173 150.358963013
1208 138.40625 150.255493164
1209 138.644073486 150.4087677
1210 138.533691406 150.527328491
1211 138.619812012 150.296813965
1212 138.724487305 150.491348267
1213 138.471740723 150.327941895
1214 138.883911133 150.254623413
1215 138.473403931 150.424102783
1216 138.758270264 150.372848511
1217 138.401031494 150.23236084
1218 138.37159729 150.149215698
1219 138.433441162 150.484420776
1220 138.352523804 150.145965576
1221 138.351348877 150.168411255
1222 138.787094116 150.801559448
1223 138.398956299 150.247451782
1224 138.48626709 150.387939453
1225 138.459259033 150.377334595
1226 138.692596436 150.140045166
1227 138.394668579 150.474365234
1228 138.376419067 150.534255981
1229 138.550170898 150.818313599
1230 139.460662842 150.988693237
1231 138.740692139 150.332748413
1232 138.360183716 150.274490356
1233 138.776412964 150.88117981
1234 138.785736084 150.604827881
1235 138.3175354 150.297790527
1236 138.432159424 150.893234253
1237 138.494903564 150.439865112
1238 138.493850708 150.503814697
1239 138.286529541 150.251113892
1240 138.385345459 150.432754517
1241 138.516494751 150.479827881
1242 138.339279175 150.365325928
1243 138.202880859 150.135726929
1244 138.216918945 150.290267944
1245 138.461639404 150.209579468
1246 138.355743408 150.353973389
1247 138.308792114 150.264404297
1248 138.272445679 150.263763428
1249 138.565490723 150.405380249
1250 138.410491943 150.291290283
1251 138.298034668 150.318252563
1252 138.34387207 150.53868103
1253 138.425201416 150.484436035
1254 138.459854126 150.16859436
1255 138.413589478 150.652786255
1256 138.495422363 150.229263306
1257 138.414123535 150.797988892
1258 138.354721069 150.288894653
1259 138.204238892 150.206161499
1260 138.401809692 150.553771973
1261 138.541641235 150.408218384
1262 138.633422852 150.744903564
1263 138.642700195 150.524078369
1264 139.247634888 150.810394287
1265 138.412460327 150.490158081
1266 138.317962646 150.046340942
1267 138.470123291 150.354232788
1268 138.509536743 150.504455566
1269 138.255157471 150.564865112
1270 138.687545776 150.442718506
1271 139.055801392 150.964828491
1272 138.259567261 150.259353638
1273 138.323242188 150.257797241
1274 138.414230347 150.524765015
1275 138.20223999 150.259872437
1276 138.524002075 150.411422729
1277 138.296615601 150.501968384
1278 138.122360229 150.423248291
1279 138.349243164 150.529647827
1280 139.433883667 150.986343384
1281 138.197280884 150.33480835
1282 138.564620972 150.177978516
1283 138.285049438 150.30708313
1284 138.179901123 150.210266113
1285 138.212203979 150.524398804
1286 139.035217285 150.898193359
1287 138.373153687 150.481277466
1288 138.398071289 150.619400024
1289 138.658401489 150.56741333
1290 138.996170044 150.656723022
1291 138.106994629 150.338424683
1292 138.195907593 150.394042969
1293 138.519683838 150.739746094
1294 138.32951355 150.490982056
1295 138.508361816 150.493713379
1296 138.483062744 150.449890137
1297 138.176879883 150.21963501
1298 138.644744873 150.669692993
1299 138.941345215 150.622817993
1300 138.66960144 150.860656738
1301 138.200119019 150.242202759
1302 138.531860352 150.69367981
1303 138.376968384 150.763977051
1304 138.139541626 150.37210083
1305 138.47215271 150.702285767
1306 138.460372925 150.620727539
1307 138.54776001 150.437667847
1308 138.280822754 150.190383911
1309 139.007034302 150.745040894
1310 138.4037323 150.485046387
1311 138.404434204 150.436203003
1312 138.074874878 150.155395508
1313 138.116912842 150.322723389
1314 138.269393921 150.287872314
1315 138.315658569 150.43762207
1316 138.706237793 150.763946533
1317 138.854156494 150.985778809
1318 138.229980469 150.515167236
1319 138.978439331 150.897918701
1320 138.301116943 150.283248901
1321 138.152984619 150.285491943
1322 138.503967285 150.641693115
1323 138.333602905 150.707458496
1324 138.405334473 150.753662109
1325 138.771560669 151.209228516
1326 139.122817993 151.310119629
1327 138.513702393 150.430740356
1328 138.079315186 150.456207275
1329 138.400802612 150.729690552
1330 138.196411133 150.445251465
1331 138.911880493 150.722366333
1332 138.24899292 150.541702271
1333 138.343322754 150.579742432
1334 138.272140503 150.42590332
1335 138.375350952 150.410903931
1336 138.577819824 150.797698975
1337 138.598693848 150.970825195
1338 138.15020752 150.469146729
1339 138.363876343 150.774490356
1340 138.1353302 150.431472778
1341 138.368362427 150.276184082
1342 138.134719849 150.40562439
1343 138.209945679 150.615066528
1344 138.363571167 150.743988037
1345 139.046630859 151.06161499
1346 138.088119507 150.380340576
1347 138.15196228 150.438842773
1348 138.446075439 150.59161377
1349 138.66986084 150.594696045
1350 138.262207031 150.611740112
1351 138.139297485 150.548065186
1352 138.171524048 150.497314453
1353 138.257003784 150.482391357
1354 138.263183594 150.358901978
1355 138.093841553 150.990539551
1356 138.238388062 150.642120361
1357 138.835021973 151.051681519
1358 138.0572052 150.499664307
1359 138.332077026 150.447738647
1360 138.282745361 150.329345703
1361 138.062255859 150.658370972
1362 138.593551636 150.888900757
1363 138.049163818 150.71383667
1364 138.69821167 150.793289185
1365 138.216339111 150.665664673
1366 138.441726685 151.06060791
1367 138.576309204 151.020095825
1368 138.283340454 150.583694458
1369 138.426712036 151.012207031
1370 138.149337769 150.590713501
1371 138.41519165 150.991867065
1372 138.459274292 151.06137085
1373 138.024047852 150.213439941
1374 138.013793945 150.253372192
1375 138.073699951 150.56918335
1376 138.073776245 150.714050293
1377 138.123168945 150.734710693
1378 138.65045166 150.812789917
1379 138.301651001 150.586990356
1380 137.986572266 150.504562378
1381 138.233734131 150.914916992
1382 139.033340454 151.107528687
1383 138.155273438 150.606414795
1384 138.380889893 150.421218872
1385 138.619369507 150.72114563
1386 138.168319702 150.269134521
1387 138.349761963 150.705764771
1388 138.29524231 150.852340698
1389 138.155838013 150.707794189
1390 138.642166138 150.945205688
1391 138.105636597 150.611068726
1392 138.219223022 150.809860229
1393 137.966461182 150.514511108
1394 138.059204102 150.671966553
1395 138.388778687 150.594360352
1396 138.078338623 150.787963867
1397 138.18145752 150.712265015
1398 138.61781311 151.156814575
1399 138.286148071 150.739440918
1400 138.009170532 150.653656006
1401 138.195983887 150.679153442
1402 138.164596558 150.616165161
1403 139.050720215 150.929534912
1404 138.184906006 150.798095703
1405 138.477859497 150.9737854
1406 138.352890015 150.698028564
1407 138.355010986 150.660934448
1408 138.111541748 150.765701294
1409 138.200393677 150.467834473
1410 138.220779419 150.501678467
1411 138.463882446 150.96762085
1412 138.412963867 151.063476562
1413 138.662582397 150.911880493
1414 138.516723633 150.776138306
1415 139.011520386 150.988021851
1416 137.904190063 150.533203125
1417 138.080184937 150.85206604
1418 138.113220215 150.623275757
1419 138.259750366 150.798202515
1420 138.158813477 150.710083008
1421 138.296737671 150.514877319
1422 138.073043823 150.660873413
1423 137.978942871 150.779922485
1424 138.004119873 150.439468384
1425 138.429077148 150.893005371
1426 138.646209717 150.961135864
1427 138.444900513 150.976547241
1428 138.155014038 150.610702515
1429 138.068115234 150.7134552
1430 138.475982666 151.410339355
1431 138.289154053 150.889663696
1432 138.197280884 150.705474854
1433 138.181533813 150.924224854
1434 138.141036987 150.388778687
1435 138.133300781 150.743515015
1436 138.006622314 150.593444824
1437 137.89390564 150.448135376
1438 138.32875061 150.679336548
1439 140.170089722 151.544128418
1440 138.057189941 150.910751343
1441 138.3487854 151.061065674
1442 138.49887085 150.980224609
1443 138.254135132 150.899475098
1444 138.547119141 150.686477661
1445 138.649200439 150.848464966
1446 138.106781006 150.678344727
1447 137.96206665 150.627197266
1448 138.082443237 150.768203735
1449 138.091629028 150.652770996
1450 138.331726074 150.959365845
1451 138.600418091 150.885040283
1452 138.154541016 150.91355896
1453 138.095123291 150.885726929
1454 138.264862061 151.063934326
1455 138.572952271 151.05670166
1456 138.663284302 150.884017944
1457 138.054763794 150.680236816
1458 138.469009399 151.093948364
1459 138.879180908 150.925994873
1460 139.120925903 150.924911499
1461 138.074386597 150.626251221
1462 138.040863037 150.768371582
1463 138.264678955 150.809204102
1464 138.428207397 151.098892212
1465 138.195449829 150.893768311
1466 138.397827148 150.926651001
1467 138.364883423 151.073104858
1468 138.177490234 150.869949341
1469 138.116531372 150.648727417
1470 138.02885437 150.601928711
1471 138.430023193 151.342803955
1472 138.601577759 150.914901733
1473 138.240768433 151.019042969
1474 138.203262329 151.092437744
1475 138.088058472 150.5597229
1476 138.159133911 150.648834229
1477 138.429779053 150.920303345
1478 139.344421387 151.292953491
1479 139.150543213 151.458251953
1480 138.183013916 150.829711914
1481 138.14781189 151.044052124
1482 138.263427734 151.104721069
1483 138.012481689 150.673690796
1484 137.930130005 150.792678833
1485 138.231155396 150.626693726
1486 138.259552002 150.995040894
1487 137.976211548 150.788894653
1488 138.229690552 151.031890869
1489 137.979309082 150.73765564
1490 137.952575684 151.034072876
1491 137.798492432 150.643264771
1492 138.642715454 151.019042969
1493 138.246520996 150.727157593
1494 138.079559326 150.948913574
1495 137.903289795 150.787612915
1496 137.991149902 150.641433716
1497 138.097351074 150.739715576
1498 138.125061035 150.855484009
1499 138.866333008 151.093643188
1500 138.054656982 150.76184082
1501 138.229263306 150.920043945
1502 138.470062256 150.758377075
1503 138.251998901 150.812637329
1504 138.284393311 151.112854004
1505 138.321563721 151.078018188
1506 138.781311035 151.165313721
1507 138.100601196 150.720825195
1508 138.149993896 150.804214478
1509 138.476531982 151.142608643
1510 138.114196777 150.720077515
1511 137.933944702 150.760513306
1512 138.065200806 150.981643677
1513 138.307220459 150.926818848
1514 138.243286133 150.915267944
1515 138.193466187 150.82661438
1516 138.142944336 150.884841919
1517 137.765579224 150.613449097
1518 138.220947266 151.248458862
1519 137.84425354 150.905776978
1520 137.875213623 150.687820435
1521 138.323242188 151.149505615
1522 137.778198242 150.646026611
1523 138.100463867 151.02973938
1524 138.180541992 150.797515869
1525 138.036636353 151.098892212
1526 138.630432129 151.224319458
1527 137.885116577 150.668075562
1528 138.790618896 151.544372559
1529 138.138793945 150.930404663
1530 137.831085205 150.59135437
1531 137.881530762 150.5287323
1532 138.214599609 150.893096924
1533 137.931060791 151.227142334
1534 138.259368896 151.129165649
1535 137.955993652 150.817840576
1536 138.568450928 151.117370605
1537 137.950500488 151.191177368
1538 138.588043213 151.089477539
1539 137.8697052 151.049942017
1540 138.262481689 151.0415802
1541 137.877761841 150.766098022
1542 138.128982544 151.201690674
1543 138.094421387 150.805999756
1544 137.845565796 150.800552368
1545 138.01335144 150.49597168
1546 138.684066772 151.060943604
1547 137.952026367 150.843643188
1548 137.936416626 150.911148071
1549 138.235153198 151.038421631
1550 138.096221924 151.033752441
1551 138.047805786 151.218276978
1552 137.997039795 151.005203247
1553 138.017501831 150.993667603
1554 138.504592896 150.958099365
1555 138.310165405 151.375869751
1556 138.36227417 151.290557861
1557 137.985809326 150.9400177
1558 138.026779175 151.015151978
1559 138.12651062 150.844223022
1560 137.878479004 150.8543396
1561 138.032287598 151.138977051
1562 138.108642578 150.715789795
1563 138.679153442 151.577301025
1564 137.906433105 150.781723022
1565 137.949203491 150.810668945
1566 138.490631104 151.260299683
1567 138.359283447 151.514450073
1568 138.030151367 151.032821655
1569 138.081573486 150.905502319
1570 137.8540802 150.971359253
1571 138.430541992 151.112930298
1572 138.026428223 151.034088135
1573 138.087997437 150.831878662
1574 138.571792603 151.393890381
1575 138.860321045 151.621658325
1576 137.863830566 150.774047852
1577 137.976989746 150.906585693
1578 137.959793091 150.992553711
1579 138.039505005 150.739151001
1580 137.929153442 150.919769287
1581 137.927963257 150.928634644
1582 138.150421143 151.326095581
1583 138.454238892 151.194290161
1584 137.770889282 150.856765747
1585 137.79598999 151.227722168
1586 138.421737671 150.970413208
1587 138.255523682 151.258529663
1588 137.971923828 150.826339722
1589 138.074249268 150.989089966
1590 138.152099609 151.331710815
1591 137.628753662 150.80809021
1592 138.099777222 151.168563843
1593 138.427383423 151.396087646
1594 137.923583984 151.010421753
1595 138.537033081 151.464569092
1596 138.004074097 150.668426514
1597 138.864242554 151.21647644
1598 138.455123901 151.600189209
1599 138.266937256 151.065490723
1600 137.968933105 150.692749023
1601 138.06854248 150.977478027
1602 138.066757202 150.98600769
1603 138.106414795 150.931182861
1604 137.905212402 150.941665649
1605 138.123779297 151.262023926
1606 138.201019287 151.386474609
1607 138.079864502 151.126556396
1608 138.21836853 150.957992554
1609 137.954269409 151.100128174
1610 137.773117065 150.632415771
1611 137.972259521 150.77394104
1612 138.514389038 151.675323486
1613 137.769927979 150.848724365
1614 138.348571777 151.152954102
1615 137.919952393 151.046112061
1616 138.415435791 151.020828247
1617 137.696258545 151.032546997
1618 138.129089355 151.142028809
1619 137.876052856 150.811340332
1620 138.011474609 151.167739868
1621 138.349182129 150.998886108
1622 138.083755493 151.090866089
1623 137.900100708 151.030929565
1624 138.16986084 151.158004761
1625 138.153366089 151.127914429
1626 137.807830811 150.958374023
1627 137.927810669 151.063949585
1628 137.851547241 150.994064331
1629 138.025680542 150.933151245
1630 137.727249146 151.193054199
1631 137.858642578 150.965927124
1632 137.910842896 151.161636353
1633 137.878662109 151.372772217
1634 138.074249268 151.425689697
1635 137.992645264 151.060745239
1636 138.080200195 150.95904541
1637 138.143890381 151.053085327
1638 138.333724976 151.253540039
1639 137.776580811 151.0390625
1640 138.816513062 151.780563354
1641 137.959686279 151.014221191
1642 137.787353516 151.453536987
1643 137.824172974 151.05569458
1644 138.350723267 151.850601196
1645 138.422531128 151.207351685
1646 137.84046936 151.301986694
1647 137.799362183 151.040420532
1648 138.031280518 150.978805542
1649 138.155181885 151.214553833
1650 138.008209229 151.077392578
1651 138.131637573 151.176452637
1652 138.030014038 151.006973267
1653 138.058929443 151.274353027
1654 138.103500366 151.285964966
1655 138.604598999 151.740524292
1656 137.921203613 151.337982178
1657 137.884140015 151.025436401
1658 138.252593994 151.426132202
1659 137.927078247 151.232971191
1660 137.96446228 150.916671753
1661 138.401809692 151.803024292
1662 137.856582642 151.218658447
1663 137.707122803 150.895462036
1664 137.675689697 150.878158569
1665 138.397949219 151.852813721
1666 137.873336792 151.335327148
1667 137.969558716 150.882492065
1668 138.090026855 151.009735107
1669 137.92024231 151.10710144
1670 138.018981934 150.986312866
1671 138.149185181 151.428192139
1672 138.249176025 151.578903198
1673 138.17124939 151.467483521
1674 138.848709106 151.671066284
1675 138.260650635 151.139511108
1676 137.840560913 151.270248413
1677 138.130401611 151.191452026
1678 138.063308716 151.058044434
1679 137.974639893 151.177688599
1680 138.827850342 151.703826904
1681 138.06036377 151.267333984
1682 137.702148438 151.132232666
1683 138.303833008 151.120819092
1684 137.668258667 151.160568237
1685 138.179870605 151.596633911
1686 137.880706787 150.953140259
1687 137.780181885 151.037155151
1688 137.736999512 150.940383911
1689 137.992919922 151.067581177
1690 137.971740723 151.034591675
1691 138.100082397 151.219207764
1692 138.327835083 151.287384033
1693 137.845169067 151.144210815
1694 137.973419189 151.200378418
1695 137.806243896 151.165115356
1696 138.008590698 151.528671265
1697 137.88168335 151.196090698
1698 138.004516602 151.172073364
1699 138.27947998 151.265258789
1700 137.818389893 151.198501587
1701 137.795379639 151.009170532
1702 138.333862305 151.109054565
1703 138.032394409 151.280853271
1704 137.672088623 151.046768188
1705 137.977798462 151.065811157
1706 138.070678711 150.989959717
1707 138.051589966 151.159515381
1708 138.191421509 151.417877197
1709 138.020889282 151.006027222
1710 138.031311035 151.14175415
1711 138.509963989 151.668731689
1712 137.838531494 151.320266724
1713 137.923202515 151.093704224
1714 138.088699341 151.321563721
1715 137.664611816 150.987319946
1716 138.258987427 151.054046631
1717 138.069381714 151.273208618
1718 137.721969604 151.136550903
1719 138.163848877 151.613449097
1720 138.128463745 151.329238892
1721 137.621002197 151.005477905
1722 137.958267212 151.187042236
1723 138.414230347 151.423599243
1724 137.863723755 151.300720215
1725 137.916870117 151.255157471
1726 138.021133423 151.511428833
1727 137.604049683 150.806121826
1728 137.809967041 151.224365234
1729 137.971862793 151.199523926
1730 138.005172729 151.202911377
1731 137.724090576 150.9480896
1732 137.883773804 151.074783325
1733 137.867355347 151.141418457
1734 138.104995728 151.206726074
1735 138.095245361 151.358535767
1736 138.191070557 151.655090332
1737 137.951629639 151.389038086
1738 138.567932129 151.731781006
1739 138.135986328 151.173843384
1740 137.856872559 151.151428223
1741 137.833648682 151.150695801
1742 138.034378052 151.084884644
1743 137.717544556 151.205383301
1744 138.217025757 151.487380981
1745 138.086181641 151.282943726
1746 137.757141113 151.282958984
1747 137.811508179 151.076477051
1748 137.983779907 150.803695679
1749 138.149230957 151.086578369
1750 137.686691284 150.915863037
1751 137.906539917 151.340713501
1752 138.045700073 151.425704956
1753 137.95866394 151.235122681
1754 137.74772644 151.313537598
1755 138.039810181 151.522460938
1756 138.16809082 151.442962646
1757 137.927810669 151.264541626
1758 137.75479126 151.258514404
1759 137.773345947 151.169723511
1760 138.245254517 151.768722534
1761 138.650222778 151.831802368
1762 137.781341553 151.316390991
1763 137.80480957 151.028839111
1764 137.730819702 151.283340454
1765 137.712127686 150.953460693
1766 137.850906372 151.031524658
1767 137.707717896 151.022689819
1768 137.633911133 151.280548096
1769 137.700744629 151.304275513
1770 138.100250244 151.559173584
1771 137.976287842 151.749099731
1772 137.987823486 151.967819214
1773 138.090652466 151.353790283
1774 137.70123291 151.076889038
1775 137.861633301 151.20413208
1776 138.465713501 151.390151978
1777 138.529449463 151.663711548
1778 137.882781982 151.184402466
1779 138.024276733 151.176864624
1780 137.525680542 151.039581299
1781 137.854446411 151.550827026
1782 138.504211426 151.554916382
1783 138.084243774 151.116088867
1784 137.5496521 150.997879028
1785 137.668045044 151.084365845
1786 138.274291992 151.267501831
1787 138.108642578 151.257949829
1788 138.562301636 151.411056519
1789 138.287979126 151.314224243
1790 137.943115234 151.316497803
1791 137.41027832 150.95866394
1792 137.835021973 151.00428772
1793 137.865844727 151.499008179
1794 137.724838257 151.225234985
1795 137.908905029 151.290542603
1796 138.424163818 151.439315796
1797 137.793838501 150.984390259
1798 138.357543945 151.547927856
1799 138.030212402 151.147415161
1800 137.857437134 151.252670288
1801 138.399749756 151.648651123
1802 137.699310303 151.214477539
1803 138.062942505 150.998474121
1804 138.170120239 151.374420166
1805 138.116363525 151.786315918
1806 137.667785645 151.204177856
1807 137.895996094 151.390151978
1808 137.474639893 151.158203125
1809 137.610839844 151.166213989
1810 137.756347656 151.132873535
1811 137.769241333 151.190673828
1812 137.809082031 151.366378784
1813 138.288146973 151.649551392
1814 138.269073486 151.433364868
1815 137.995819092 151.378372192
1816 137.687591553 151.318710327
1817 138.0440979 151.642074585
1818 138.198043823 151.623474121
1819 138.053070068 151.311965942
1820 137.809906006 151.1144104
1821 137.714523315 151.355697632
1822 137.689926147 151.326156616
1823 137.838363647 151.274078369
1824 137.611557007 151.332290649
1825 137.826263428 151.186294556
1826 137.835632324 151.215820312
1827 137.777648926 151.143783569
1828 137.877365112 151.542602539
1829 137.795349121 151.299621582
1830 137.781555176 151.269271851
1831 138.368850708 151.848297119
1832 137.682678223 151.063140869
1833 138.124298096 151.725540161
1834 137.924530029 151.440200806
1835 137.948684692 151.579330444
1836 138.108139038 151.650192261
1837 138.150588989 151.867645264
1838 137.696777344 151.493530273
1839 137.50012207 150.991210938
1840 137.715682983 151.413696289
1841 137.951263428 151.378509521
1842 138.340209961 151.648513794
1843 138.239334106 151.469940186
1844 138.264572144 151.859680176
1845 137.655151367 151.317169189
1846 137.532577515 150.871704102
1847 137.696670532 151.134963989
1848 137.621200562 151.427642822
1849 138.000808716 151.565383911
1850 137.7003479 151.459899902
1851 137.666412354 151.495864868
1852 137.9503479 151.36177063
1853 138.816192627 151.814300537
1854 138.2681427 151.267822266
1855 138.352081299 151.667800903
1856 138.26864624 151.65473938
1857 137.855453491 151.502609253
1858 137.834823608 151.245788574
1859 138.397323608 151.7474823
1860 137.623901367 151.28894043
1861 138.905227661 151.789596558
1862 137.631881714 151.563201904
1863 137.897720337 151.33833313
1864 137.996963501 151.532958984
1865 137.978271484 151.574264526
1866 137.832443237 151.202362061
1867 138.133499146 151.591720581
1868 138.38710022 152.12802124
1869 137.66645813 151.273757935
1870 137.872451782 151.377227783
1871 138.118392944 151.33114624
1872 137.947143555 151.848876953
1873 138.112930298 151.773345947
1874 137.49559021 151.241775513
1875 137.826263428 151.033828735
1876 137.541137695 151.038635254
1877 137.913375854 151.533660889
1878 137.885559082 151.252822876
1879 137.899429321 151.421844482
1880 137.827011108 151.569702148
1881 137.570098877 151.417251587
1882 138.221817017 151.900421143
1883 137.997924805 151.524475098
1884 137.797790527 151.388122559
1885 138.03263855 151.677093506
1886 138.133712769 151.286651611
1887 137.84677124 151.695495605
1888 137.711334229 151.210220337
1889 137.90713501 151.569961548
1890 137.775604248 151.475219727
1891 137.991119385 151.760665894
1892 137.990631104 151.677749634
1893 138.422836304 151.92729187
1894 137.739562988 151.481948853
1895 138.011398315 151.624221802
1896 137.678848267 151.176834106
1897 137.765640259 151.242126465
1898 137.895690918 151.430252075
1899 137.697799683 151.226699829
1900 137.709381104 151.354614258
1901 137.687698364 151.150756836
1902 137.96875 151.405685425
1903 137.823150635 151.530502319
1904 137.770233154 151.507797241
1905 137.576599121 151.165908813
1906 138.148162842 151.690093994
1907 137.937316895 151.41317749
1908 137.709533691 151.475326538
1909 138.094711304 151.713012695
1910 137.987258911 151.840377808
1911 137.719009399 151.370498657
1912 137.813613892 151.394989014
1913 137.987960815 151.497329712
1914 137.752792358 151.373779297
1915 137.651931763 151.332183838
1916 137.74005127 151.186599731
1917 138.185470581 151.790115356
1918 137.496063232 151.153427124
1919 137.923446655 151.369476318
1920 138.121368408 151.506790161
1921 137.630630493 151.311340332
1922 137.838485718 151.534286499
1923 137.872695923 151.548339844
1924 137.880661011 151.585983276
1925 137.990921021 151.393615723
1926 137.674591064 151.58052063
