compiled score function
Old best loss
garray(130.62295532226562)
Compiled loss functions
904 127.773948669 130.619049072
905 127.693817139 130.594055176
906 127.78830719 130.526367188
907 127.74041748 130.571838379
908 127.767166138 130.639694214
909 127.759239197 130.630661011
910 127.740974426 130.631515503
911 127.824134827 130.62550354
912 127.649307251 130.615402222
913 127.75302887 130.587310791
914 127.736869812 130.558792114
915 127.791740417 130.565597534
916 127.794830322 130.595977783
917 127.830024719 130.53187561
918 127.832466125 130.569610596
919 127.811683655 130.626159668
920 127.73474884 130.607391357
921 127.770599365 130.614898682
922 127.806175232 130.614883423
923 127.769340515 130.6534729
924 127.758033752 130.620040894
925 127.788909912 130.644241333
926 127.795875549 130.610778809
927 127.773933411 130.644927979
928 127.816413879 130.672973633
929 127.769813538 130.576934814
930 127.689147949 130.620315552
931 127.769889832 130.614486694
932 127.747215271 130.632476807
933 127.789039612 130.568466187
934 127.792427063 130.576278687
935 127.75856781 130.707015991
936 127.759460449 130.635314941
937 127.744224548 130.647064209
938 127.723983765 130.6199646
939 127.866378784 130.642242432
940 127.723068237 130.632003784
941 127.747337341 130.677459717
942 127.753059387 130.590316772
943 127.755989075 130.618850708
944 127.685394287 130.619949341
945 127.762886047 130.613998413
946 127.698379517 130.644561768
947 127.779258728 130.59916687
948 127.774353027 130.699630737
949 127.814346313 130.69342041
950 127.739486694 130.674621582
951 127.717605591 130.637954712
952 127.787879944 130.681747437
953 127.650596619 130.694366455
954 127.798187256 130.692077637
955 127.765304565 130.641265869
956 127.702354431 130.657211304
957 127.810096741 130.5909729
958 127.747924805 130.662216187
959 127.715507507 130.648300171
960 127.819908142 130.635375977
961 127.697433472 130.625518799
962 127.777938843 130.670761108
963 127.761604309 130.727478027
964 127.763328552 130.631759644
965 127.81375885 130.636077881
966 127.737640381 130.576705933
967 127.761940002 130.645004272
968 127.746315002 130.666244507
969 127.792106628 130.687011719
970 127.800018311 130.68598938
971 127.766609192 130.664291382
972 127.821884155 130.598480225
973 127.816703796 130.610595703
974 127.747375488 130.656341553
975 127.818367004 130.575027466
976 127.80317688 130.573898315
977 127.796707153 130.572113037
978 127.763725281 130.540863037
979 127.78817749 130.575302124
980 127.774909973 130.613372803
981 127.685096741 130.605316162
982 127.786766052 130.680145264
983 127.775146484 130.72416687
984 127.703979492 130.676300049
985 127.774688721 130.625732422
986 127.678199768 130.70098877
987 127.760398865 130.65045166
988 127.826133728 130.638534546
989 127.771026611 130.613143921
