compiled score function
Old best loss
garray(93.54653930664062)
Compiled loss functions
657 92.2773666382 93.5053100586
658 92.2103652954 93.3540344238
659 92.1491165161 93.4173049927
660 92.2000808716 93.3972702026
661 92.2303543091 93.4324264526
662 92.1612548828 93.4238357544
663 92.1741943359 93.3806838989
664 92.224357605 93.4475860596
665 92.1971740723 93.4255142212
666 92.2207183838 93.4360427856
667 92.2224807739 93.3883209229
668 92.2011184692 93.3881072998
669 92.2261962891 93.3910140991
670 92.1918792725 93.4205856323
671 92.1762771606 93.4435119629
672 92.2375640869 93.4144363403
673 92.1471862793 93.4745941162
674 92.1796112061 93.3311462402
675 92.1600570679 93.4338912964
676 92.1998062134 93.3650054932
677 92.1176757812 93.3658294678
678 92.1820144653 93.3650360107
679 92.2252197266 93.445526123
680 92.1674346924 93.4733734131
681 92.2081451416 93.3972702026
682 92.2379150391 93.4665603638
683 92.2143173218 93.3682479858
684 92.1709976196 93.4662017822
685 92.1938858032 93.4439544678
686 92.1734542847 93.4232330322
687 92.2645568848 93.5330657959
688 92.1454162598 93.4447174072
689 92.1714782715 93.3629074097
690 92.2220993042 93.4670715332
691 92.1791000366 93.3865203857
692 92.1921539307 93.4085693359
693 92.1822662354 93.4029541016
694 92.2342910767 93.4603881836
695 92.2017211914 93.4382171631
696 92.2083740234 93.4526367188
697 92.1610183716 93.476776123
698 92.1419448853 93.3932418823
699 92.1676483154 93.4303436279
700 92.1623764038 93.4237823486
701 92.165977478 93.4815444946
702 92.1750106812 93.4597854614
703 92.1988983154 93.4956817627
704 92.2154541016 93.4147567749
705 92.1570587158 93.3538894653
706 92.2014007568 93.3595733643
707 92.2014007568 93.436088562
708 92.2107086182 93.3992462158
709 92.1928863525 93.466468811
710 92.2501068115 93.4223480225
711 92.1935195923 93.4001693726
712 92.1627349854 93.4620742798
713 92.1893310547 93.4046173096
714 92.1590652466 93.5074691772
715 92.1598358154 93.3926467896
716 92.2637481689 93.3363494873
717 92.199005127 93.3706207275
718 92.144569397 93.4475250244
719 92.2007751465 93.3495178223
720 92.165435791 93.4157791138
721 92.2191390991 93.3519363403
722 92.1545791626 93.4092788696
723 92.2338104248 93.4672012329
724 92.1760559082 93.4351119995
725 92.2004547119 93.4353179932
726 92.1501541138 93.4196243286
727 92.179145813 93.4404449463
728 92.1874847412 93.4082565308
729 92.1843490601 93.4199371338
730 92.1973953247 93.4095230103
731 92.2246856689 93.3698883057
732 92.2409057617 93.4576950073
733 92.2488861084 93.3742370605
734 92.1490402222 93.355758667
735 92.1599197388 93.4330444336
736 92.1812744141 93.4425735474
737 92.1826095581 93.4730987549
738 92.190574646 93.4646224976
739 92.2437591553 93.4489822388
740 92.15184021 93.4704208374
741 92.2067565918 93.3988265991
742 92.2196350098 93.4163284302
743 92.1580200195 93.5065078735
744 92.1620941162 93.3843154907
745 92.202796936 93.4208526611
746 92.1647338867 93.3696212769
747 92.1354598999 93.4083786011
748 92.1917572021 93.4798660278
749 92.1898803711 93.3491744995
750 92.193939209 93.3308563232
751 92.1780853271 93.4460830688
752 92.1450805664 93.5263442993
753 92.1794967651 93.3678131104
754 92.2022247314 93.3802566528
755 92.1873550415 93.3659820557
756 92.1903991699 93.4441986084
757 92.1645965576 93.5195388794
758 92.1672592163 93.4438018799
759 92.2648162842 93.4004364014
760 92.2173690796 93.4414596558
761 92.2940597534 93.5077209473
762 92.1876602173 93.432723999
763 92.1708755493 93.3875732422
764 92.2233200073 93.4272003174
765 92.1315383911 93.364151001
766 92.1370697021 93.3940887451
767 92.1866378784 93.3784484863
768 92.2161407471 93.4083862305
769 92.2641143799 93.3743362427
770 92.1695861816 93.4930953979
771 92.2031707764 93.4426956177
772 92.2034988403 93.4299316406
773 92.2378387451 93.4252090454
774 92.1331787109 93.446395874
775 92.1804351807 93.4713592529
776 92.1273574829 93.4346237183
777 92.1366653442 93.4012069702
778 92.164276123 93.4152984619
779 92.1776046753 93.4839096069
780 92.2261886597 93.4976959229
781 92.1892852783 93.350112915
782 92.2134399414 93.3753509521
783 92.2088546753 93.4098358154
784 92.2004013062 93.3643417358
785 92.1717147827 93.4433822632
786 92.1463165283 93.4499588013
787 92.1616363525 93.4529190063
788 92.1585998535 93.4685440063
789 92.1926651001 93.3901977539
790 92.2004165649 93.401008606
791 92.1453704834 93.4462356567
792 92.2007446289 93.3634262085
793 92.2130661011 93.4629898071
794 92.2112197876 93.413269043
795 92.1663284302 93.4032745361
796 92.1582946777 93.3637237549
797 92.1970748901 93.4545135498
798 92.2402267456 93.5191574097
799 92.1941452026 93.4673843384
800 92.1290359497 93.4665374756
801 92.1432266235 93.4689865112
802 92.1882247925 93.4838027954
803 92.1520614624 93.4580993652
